label,kind,count,cmc_mean,cmc_median,cmc_p25,cmc_p75,cmc_std,cheap_frac_<=2,heavy_frac_>=6,instant_frac,sorcery_frac,creature_frac,permanent_frac,persistence_mean,persistence_median,edhrec_median,edhrec_p25,edhrec_p75,is_land_frac,is_land_count,is_ramp_frac,is_ramp_count,is_card_draw_frac,is_card_draw_count,is_board_wipe_frac,is_board_wipe_count,is_removal_frac,is_removal_count,is_game_changer_frac,is_game_changer_count,is_mass_land_denial_frac,is_mass_land_denial_count,is_extra_turn_frac,is_extra_turn_count,is_nonland_tutor_frac,is_nonland_tutor_count,is_permanent_card_frac,is_permanent_card_count,has_persistent_output_frac,has_persistent_output_count,cmc_mean_z_global
yard_hate,role,56,2.3035714285714284,2.0,1.0,3.0,1.3217904909783609,0.6428571428571429,0.03571428571428571,0.21428571428571427,0.017857142857142856,0.5357142857142857,0.7678571428571429,0.9285714285714286,1.0,14235.0,7685.5,22227.5,0.0,0,0.125,7,0.17857142857142858,10,0.0,0,0.9821428571428571,55,0.0,0,0.0,0,0.0,0,0.0,0,0.75,42,0.17857142857142858,10,-0.6611111880165956
yard_recur_creature,role,171,3.608187134502924,4.0,2.0,5.0,1.8269402695781842,0.30409356725146197,0.0935672514619883,0.13450292397660818,0.36257309941520466,0.3216374269005848,0.5029239766081871,0.5497076023391813,1.0,11761.0,6654.0,16909.0,0.011695906432748537,2,0.029239766081871343,5,0.04678362573099415,8,0.0,0,0.03508771929824561,6,0.0,0,0.0,0,0.0,0,0.0,0,0.49122807017543857,84,0.05847953216374269,10,0.1208934431959228
artifacts__artifact,theme+role,2055,3.3070559610705597,3.0,2.0,4.0,1.8232411033530234,0.3678832116788321,0.1192214111922141,0.0009732360097323601,0.00048661800486618007,0.5493917274939173,0.9985401459854014,1.1698296836982969,1.0,13248.0,6834.5,19820.75,0.0034063260340632603,7,0.1070559610705596,220,0.07980535279805352,164,0.0,0,0.027250608272506083,56,0.0,0,0.0,0,0.00048661800486618007,1,0.01654501216545012,34,1.0,2055,0.16982968369829685,349,-0.059608731625307006
artifacts__card_draw_burst,theme+role,227,3.0088105726872247,3.0,2.0,4.0,1.7231034122778692,0.3920704845814978,0.08370044052863436,0.17180616740088106,0.14537444933920704,0.3832599118942731,0.6828193832599119,1.2158590308370043,1.0,12568.5,7714.25,17883.25,0.05726872246696035,13,0.18502202643171806,42,1.0,227,0.013215859030837005,3,0.07929515418502203,18,0.0,0,0.0,0,0.0,0,0.004405286343612335,1,0.6255506607929515,142,0.5903083700440529,134,-0.2383811271231969
artifacts__card_draw_engine,theme+role,226,3.1415929203539825,3.0,2.0,4.0,1.2470656293249704,0.3230088495575221,0.035398230088495575,0.004424778761061947,0.0,0.6327433628318584,0.995575221238938,1.5353982300884956,2.0,8665.0,4659.0,12782.0,0.0,0,0.16371681415929204,37,1.0,226,0.0,0,0.008849557522123894,2,0.0,0,0.0,0,0.0,0,0.008849557522123894,2,0.9911504424778761,224,0.5442477876106194,123,-0.15878955824465413
artifacts__cheap_spell,theme+role,133,1.586466165413534,2.0,1.0,2.0,0.49246685394925754,1.0,0.0,0.6691729323308271,0.3308270676691729,0.0,0.0,0.46616541353383456,0.0,12891.0,6485.0,18065.0,0.0,0,0.13533834586466165,18,0.21052631578947367,28,0.0,0,0.17293233082706766,23,0.0,0,0.0,0,0.0,0,0.022556390977443608,3,0.015037593984962405,2,0.45112781954887216,60,-1.0909539641741528
artifacts__creature,theme+role,2081,3.7015857760691975,3.0,2.0,5.0,1.8092193774822516,0.2642960115329169,0.1494473810667948,0.0,0.0,1.0,1.0,1.2988947621335896,1.0,13323.0,7175.25,21196.5,0.0009610764055742432,2,0.1912542047092744,398,0.11052378664103796,230,0.0,0,0.02787121576165305,58,0.0,0,0.0,0,0.0,0,0.02114368092263335,44,1.0,2081,0.2988947621335896,622,0.1768778759462818
artifacts__enchantment,theme+role,185,3.0108108108108107,3.0,2.0,4.0,1.2648648648648648,0.3621621621621622,0.016216216216216217,0.0,0.0,0.03783783783783784,1.0,1.5837837837837838,2.0,10559.0,4440.0,15998.0,0.005405405405405406,1,0.16216216216216217,30,0.20540540540540542,38,0.0,0,0.08108108108108109,15,0.0,0,0.0,0,0.0,0,0.043243243243243246,8,1.0,185,0.5837837837837838,108,-0.23718215682944652
artifacts__instant,theme+role,185,2.8756756756756756,3.0,2.0,4.0,1.7493482037767598,0.4810810810810811,0.06486486486486487,1.0,0.0,0.0,0.0,0.44324324324324327,0.0,14427.0,8520.0,19578.0,0.0,0,0.10810810810810811,20,0.21621621621621623,40,0.0,0,0.2594594594594595,48,0.0,0,0.0,0,0.0,0,0.005405405405405406,1,0.010810810810810811,2,0.43243243243243246,80,-0.3181840189369951
artifacts__land,theme+role,57,0.17543859649122806,0.0,0.0,0.0,0.7751130538377026,0.9649122807017544,0.0,0.0,0.0,0.03508771929824561,1.0,0.7192982456140351,1.0,6174.0,2356.0,12241.0,1.0,57,0.9122807017543859,52,0.22807017543859648,13,0.0,0,0.017543859649122806,1,0.0,0,0.0,0,0.0,0,0.03508771929824561,2,0.14035087719298245,8,0.5789473684210527,33,-1.9367433323758294
artifacts__legendary,theme+role,549,3.6958105646630237,3.0,3.0,4.0,1.5798136688327609,0.20036429872495445,0.11657559198542805,0.0,0.0,0.7668488160291439,1.0,1.5045537340619308,2.0,7448.0,4075.0,11084.0,0.007285974499089253,4,0.23679417122040072,130,0.1894353369763206,104,0.0018214936247723133,1,0.0273224043715847,15,0.0,0,0.0,0,0.0018214936247723133,1,0.0273224043715847,15,0.994535519125683,546,0.5100182149362478,280,0.17341613464934205
artifacts__mana_dork,theme+role,62,3.274193548387097,3.0,2.0,4.0,1.3580032167607594,0.3870967741935484,0.06451612903225806,0.0,0.0,1.0,1.0,1.3064516129032258,1.0,10802.5,4239.5,17536.75,0.0,0,0.8548387096774194,53,0.11290322580645161,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.016129032258064516,1,1.0,62,0.3064516129032258,19,-0.0793069146185403
artifacts__mana_rock,theme+role,76,3.0,3.0,2.0,3.0,1.2139539573337679,0.34210526315789475,0.039473684210526314,0.0,0.0,0.47368421052631576,1.0,1.105263157894737,1.0,11985.0,4252.5,17793.0,0.02631578947368421,2,0.8552631578947368,65,0.05263157894736842,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,76,0.10526315789473684,8,-0.24366230579805034
artifacts__sorcery,theme+role,159,3.591194968553459,3.0,2.0,5.0,1.7490836288192784,0.27672955974842767,0.12578616352201258,0.0,1.0,0.0,0.0,0.610062893081761,1.0,11376.0,7371.0,16078.0,0.0,0,0.16981132075471697,27,0.20754716981132076,33,0.050314465408805034,8,0.1320754716981132,21,0.0,0,0.0,0,0.0,0,0.03773584905660377,6,0.006289308176100629,1,0.6037735849056604,96,0.11070810478063393
artifacts__spell,theme+role,344,3.2063953488372094,3.0,2.0,4.0,1.785231672016006,0.3866279069767442,0.09302325581395349,0.5377906976744186,0.4622093023255814,0.0,0.0,0.5203488372093024,1.0,12929.5,7733.0,18301.5,0.0,0,0.13662790697674418,47,0.21220930232558138,73,0.023255813953488372,8,0.2005813953488372,69,0.0,0,0.0,0,0.0,0,0.020348837209302327,7,0.00872093023255814,3,0.5116279069767442,176,-0.11994608966053269
artifacts__token_engine,theme+role,667,3.2503748125937033,3.0,2.0,4.0,1.6073236652158445,0.3073463268365817,0.08245877061469266,0.008995502248875561,0.01649175412293853,0.5817091454272864,0.974512743628186,1.9265367316341828,2.0,8541.5,4179.0,13424.0,0.049475262368815595,33,0.3613193403298351,241,0.23388305847076463,156,0.0029985007496251873,2,0.020989505247376312,14,0.0,0,0.0,0,0.0,0,0.014992503748125937,10,0.9265367316341829,618,1.0,667,-0.09358419306565358
artifacts__token_maker_once,theme+role,418,3.3444976076555024,3.0,2.0,4.0,1.5957421999353667,0.3157894736842105,0.08851674641148326,0.16507177033492823,0.19617224880382775,0.3827751196172249,0.638755980861244,1.6339712918660287,2.0,11943.0,7232.0,17375.75,0.0,0,0.21291866028708134,89,0.20813397129186603,87,0.011961722488038277,5,0.08373205741626795,35,0.0,0,0.0,0,0.0,0,0.023923444976076555,10,0.6339712918660287,265,1.0,418,-0.037165692731534056
artifacts__treasure_burst,theme+role,136,3.411764705882353,3.0,2.0,4.0,1.655963324736382,0.3161764705882353,0.10294117647058823,0.16176470588235295,0.23529411764705882,0.4117647058823529,0.6029411764705882,1.6029411764705883,2.0,8471.0,3533.75,13216.75,0.0,0,0.8235294117647058,112,0.17647058823529413,24,0.007352941176470588,1,0.125,17,0.0,0,0.0,0,0.0,0,0.022058823529411766,3,0.6029411764705882,82,1.0,136,0.0031551328590682893
artifacts__treasure_engine,theme+role,166,3.1987951807228914,3.0,2.0,4.0,1.4236381339238973,0.27710843373493976,0.04216867469879518,0.006024096385542169,0.012048192771084338,0.6867469879518072,0.9819277108433735,1.9457831325301205,2.0,4587.0,2135.0,9309.0,0.03614457831325301,6,0.8734939759036144,145,0.14457831325301204,24,0.0,0,0.018072289156626505,3,0.0,0,0.0,0,0.0,0,0.018072289156626505,3,0.9457831325301205,157,1.0,166,-0.12450173515550002
artifacts__tutor_any,theme+role,77,3.792207792207792,4.0,3.0,5.0,1.6852119396377783,0.23376623376623376,0.18181818181818182,0.012987012987012988,0.07792207792207792,0.5714285714285714,0.9090909090909091,1.1818181818181819,1.0,7404.0,3532.0,13915.0,0.025974025974025976,2,0.18181818181818182,14,0.03896103896103896,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,77,0.8961038961038961,69,0.2857142857142857,22,0.2311979611545138
artifacts__x_spell,theme+role,83,2.5421686746987953,2.0,1.0,3.5,2.2777139502182284,0.6024096385542169,0.0963855421686747,0.060240963855421686,0.21686746987951808,0.4578313253012048,0.7228915662650602,1.108433734939759,1.0,9022.0,3982.0,16397.0,0.024096385542168676,2,0.26506024096385544,22,0.13253012048192772,11,0.012048192771084338,1,0.012048192771084338,1,0.0,0,0.0,0,0.0,0,0.024096385542168676,2,0.7228915662650602,60,0.3855421686746988,32,-0.518092710914227
control__artifact,theme+role,945,3.3047619047619046,3.0,2.0,4.0,1.9814559799434137,0.35555555555555557,0.1312169312169312,0.0,0.0,0.45396825396825397,1.0,1.1523809523809523,1.0,12850.0,6209.0,19688.0,0.01164021164021164,11,0.08888888888888889,84,0.0761904761904762,72,0.007407407407407408,7,0.0380952380952381,36,0.0,0,0.0031746031746031746,3,0.0,0,0.014814814814814815,14,1.0,945,0.1523809523809524,144,-0.06098382058788368
control__board_wipe_creatures,theme+role,165,4.539393939393939,4.0,3.0,6.0,1.8073820668914597,0.10303030303030303,0.2909090909090909,0.09696969696969697,0.696969696969697,0.10303030303030303,0.20606060606060606,0.3333333333333333,0.0,11879.0,5201.0,18574.0,0.0,0,0.006060606060606061,1,0.048484848484848485,8,0.9515151515151515,157,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.20606060606060606,34,0.12727272727272726,21,0.6790716337010305
control__cantrip,theme+role,73,1.7945205479452055,2.0,2.0,2.0,0.4040515398288391,1.0,0.0,0.8356164383561644,0.1643835616438356,0.0,0.0,0.1095890410958904,0.0,12092.0,4093.0,17256.0,0.0,0,0.0,0,1.0,73,0.0136986301369863,1,0.3150684931506849,23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1095890410958904,8,-0.9662433003793606
control__card_draw_burst,theme+role,598,3.2558528428093645,3.0,2.0,4.0,1.573109373848678,0.36454849498327757,0.08862876254180602,0.21739130434782608,0.07525083612040134,0.36789297658862874,0.7073578595317725,0.8311036789297659,1.0,13548.0,7499.0,19520.0,0.0033444816053511705,2,0.04180602006688963,25,1.0,598,0.015050167224080268,9,0.14046822742474915,84,0.0,0,0.0016722408026755853,1,0.0,0,0.006688963210702341,4,0.7040133779264214,421,0.12709030100334448,76,-0.09030058626934379
control__card_draw_engine,theme+role,586,3.5597269624573378,3.0,3.0,4.0,1.3753122861717149,0.2235494880546075,0.09385665529010238,0.008532423208191127,0.005119453924914676,0.5784982935153583,0.9863481228668942,1.2013651877133107,1.0,8036.0,3562.0,13348.25,0.0,0,0.07167235494880546,42,1.0,586,0.0017064846416382253,1,0.017064846416382253,10,0.0,0,0.0,0,0.0017064846416382253,1,0.006825938566552901,4,0.9863481228668942,578,0.2150170648464164,126,0.09184574831021237
control__cheap_spell,theme+role,745,1.6026845637583893,2.0,1.0,2.0,0.5212203425293572,1.0,0.0,0.7221476510067114,0.2778523489932886,0.0013422818791946308,0.0,0.11677852348993288,0.0,12724.0,6108.0,19293.0,0.0,0,0.005369127516778523,4,0.09798657718120805,73,0.0174496644295302,13,0.2979865771812081,222,0.0,0,0.0,0,0.0,0,0.009395973154362415,7,0.0026845637583892616,2,0.11409395973154363,85,-1.0812324327232716
control__combat_pump,theme+role,121,3.9008264462809916,4.0,3.0,5.0,1.8063476628185438,0.21487603305785125,0.1652892561983471,0.11570247933884298,0.08264462809917356,0.5371900826446281,0.8016528925619835,0.9586776859504132,1.0,14714.5,6523.0,21403.75,0.0,0,0.03305785123966942,4,0.06611570247933884,8,0.008264462809917356,1,0.024793388429752067,3,0.0,0,0.0,0,0.0,0,0.008264462809917356,1,0.7933884297520661,96,0.1652892561983471,20,0.2963054791271455
control__counterspell,theme+role,320,2.95,3.0,2.0,4.0,1.32664991614216,0.390625,0.0375,0.809375,0.0,0.16875,0.190625,0.259375,0.0,11826.5,5612.5,18752.5,0.0,0,0.034375,11,0.14375,46,0.0,0,1.0,320,0.0,0,0.0,0,0.0,0,0.003125,1,0.190625,61,0.06875,22,-0.2736329947778432
control__creature,theme+role,6798,3.8973227419829364,4.0,3.0,5.0,1.7336777700771155,0.2202118270079435,0.1684318917328626,0.0,0.00014710208884966165,1.0,0.9998528979111503,1.141806413651074,1.0,15522.0,7818.5,23353.5,0.0,0,0.09723448072962636,661,0.08223006766696087,559,0.0023536334215945864,16,0.045748749632244776,311,0.0,0,0.0002942041776993233,2,0.0005884083553986466,4,0.01500441306266549,102,1.0,6798,0.14180641365107385,964,0.294205310491262
control__death_payoff,theme+role,59,3.7796610169491527,4.0,3.0,5.0,1.3908636094188909,0.1864406779661017,0.11864406779661017,0.0,0.03389830508474576,0.4406779661016949,0.9661016949152542,1.0508474576271187,1.0,12469.0,4299.0,19506.5,0.0,0,0.01694915254237288,1,0.1864406779661017,11,0.05084745762711865,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9661016949152542,57,0.0847457627118644,5,0.2236772511749929
control__dies_trigger,theme+role,59,3.7796610169491527,4.0,3.0,5.0,1.3908636094188909,0.1864406779661017,0.11864406779661017,0.0,0.03389830508474576,0.4406779661016949,0.9661016949152542,1.0508474576271187,1.0,12469.0,4299.0,19506.5,0.0,0,0.01694915254237288,1,0.1864406779661017,11,0.05084745762711865,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9661016949152542,57,0.0847457627118644,5,0.2236772511749929
control__edict,theme+role,50,4.24,4.5,3.0,5.75,1.8714700104463335,0.24,0.26,0.24,0.24,0.36,0.52,0.62,1.0,7594.0,3354.75,13047.25,0.0,0,0.02,1,0.12,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.52,26,0.1,5,0.49961078090081584
control__enchantment,theme+role,3525,3.1347517730496453,3.0,2.0,4.0,1.460884110801364,0.35914893617021276,0.062127659574468086,0.000851063829787234,0.0011347517730496454,0.0876595744680851,0.9980141843971632,1.1719148936170212,1.0,13762.0,6605.0,21367.0,0.005106382978723404,18,0.024113475177304965,85,0.11347517730496454,400,0.0028368794326241137,10,0.06439716312056738,227,0.0,0,0.000851063829787234,3,0.0011347517730496454,4,0.013900709219858157,49,1.0,3525,0.17191489361702128,606,-0.16289023620711895
control__flashback_piece,theme+role,217,3.0737327188940093,3.0,2.0,4.0,1.6104787571335184,0.43317972350230416,0.07834101382488479,0.3087557603686636,0.6175115207373272,0.055299539170506916,0.07373271889400922,0.2995391705069124,0.0,13082.0,7481.0,19730.0,0.0,0,0.059907834101382486,13,0.06912442396313365,15,0.0,0,0.07373271889400922,16,0.0,0,0.004608294930875576,1,0.0,0,0.02304147465437788,5,0.07373271889400922,16,0.22580645161290322,49,-0.19946589808591314
control__instant,theme+role,1000,2.554,2.0,2.0,3.0,1.2518322571335185,0.538,0.022,1.0,0.0,0.0,0.0,0.113,0.0,13110.5,6197.5,19984.0,0.0,0,0.003,3,0.135,135,0.016,16,0.426,426,0.0,0,0.0,0,0.002,2,0.01,10,0.003,3,0.11,110,-0.5110008514978038
control__land,theme+role,115,0.4,0.0,0.0,0.0,1.0697419436887368,0.9043478260869565,0.0,0.0,0.0,0.0,1.0,0.3826086956521739,0.0,3428.0,1192.0,8801.5,1.0,115,0.7913043478260869,91,0.017391304347826087,2,0.0,0,0.008695652173913044,1,0.0,0,0.0,0,0.0,0,0.017391304347826087,2,0.25217391304347825,29,0.13043478260869565,15,-1.8021381327472856
control__land_ramp,theme+role,69,3.246376811594203,3.0,2.0,4.0,1.5825662254746318,0.34782608695652173,0.10144927536231885,0.11594202898550725,0.15942028985507245,0.43478260869565216,0.7246376811594203,0.9130434782608695,1.0,8176.0,4031.0,14716.0,0.0,0,0.043478260869565216,3,0.08695652173913043,6,0.0,0,0.08695652173913043,6,0.0,0,0.0,0,0.0,0,0.0,0,0.7246376811594203,50,0.18840579710144928,13,-0.09598064995559202
control__legendary,theme+role,1539,4.246913580246914,4.0,3.0,5.0,1.7019983743282003,0.1189083820662768,0.19298245614035087,0.0,0.000649772579597141,0.8349577647823262,0.9993502274204028,1.2683560753736192,1.0,7414.0,4303.0,11750.0,0.012345679012345678,19,0.15269655620532813,235,0.14814814814814814,228,0.007147498375568551,11,0.04223521767381416,65,0.0,0,0.000649772579597141,1,0.000649772579597141,1,0.014944769330734242,23,0.9941520467836257,1530,0.2742040285899935,422,0.5037548761671575
control__loot,theme+role,75,3.2666666666666666,3.0,2.0,4.0,1.3792107243718132,0.30666666666666664,0.06666666666666667,0.17333333333333334,0.02666666666666667,0.5733333333333334,0.8,0.9333333333333333,1.0,12447.0,4998.75,19288.75,0.0,0,0.14666666666666667,11,1.0,75,0.013333333333333334,1,0.14666666666666667,11,0.0,0,0.0,0,0.0,0,0.013333333333333334,1,0.8,60,0.13333333333333333,10,-0.08381863123915445
control__mana_dork,theme+role,77,3.3896103896103895,3.0,2.0,4.0,1.7143840979245961,0.4025974025974026,0.11688311688311688,0.0,0.0,1.0,1.0,1.2337662337662338,1.0,9198.0,4948.0,15241.0,0.0,0,0.8701298701298701,67,0.1038961038961039,8,0.0,0,0.012987012987012988,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,77,0.23376623376623376,18,-0.010124469591871283
control__planeswalker,theme+role,90,4.377777777777778,4.0,3.25,5.0,1.1697841945112761,0.011111111111111112,0.16666666666666666,0.0,0.0,0.0,1.0,1.711111111111111,2.0,7740.0,4606.0,11027.0,0.0,0,0.022222222222222223,2,0.23333333333333334,21,0.044444444444444446,4,0.2,18,0.0,0,0.0,0,0.0,0,0.08888888888888889,8,1.0,90,0.7111111111111111,64,0.5821966794229122
control__sac_outlet_creature,theme+role,173,3.7283236994219653,3.0,3.0,5.0,1.6416388503175308,0.23121387283236994,0.15606936416184972,0.04046242774566474,0.046242774566473986,0.6358381502890174,0.9132947976878613,1.0289017341040463,1.0,13907.0,6887.0,18948.0,0.0,0,0.06358381502890173,11,0.11560693641618497,20,0.017341040462427744,3,0.10982658959537572,19,0.0,0,0.0,0,0.0,0,0.028901734104046242,5,0.9132947976878613,158,0.11560693641618497,20,0.19290495564170873
control__sac_outlet_permanent,theme+role,124,3.596774193548387,3.0,2.0,4.25,2.23577710686734,0.3225806451612903,0.11290322580645161,0.0967741935483871,0.06451612903225806,0.5645161290322581,0.8387096774193549,1.0080645161290323,1.0,13948.5,8324.5,21022.25,0.008064516129032258,1,0.08870967741935484,11,0.21774193548387097,27,0.0,0,0.08064516129032258,10,0.0,0,0.0,0,0.0,0,0.024193548387096774,3,0.8306451612903226,103,0.1774193548387097,22,0.11405236912205943
control__self_mill,theme+role,50,2.5,2.0,2.0,3.0,1.1874342087037917,0.56,0.04,0.0,0.02,0.66,0.98,1.1,1.0,13852.0,8941.0,17417.25,0.0,0,0.06,3,0.06,3,0.0,0,0.04,2,0.0,0,0.0,0,0.0,0,0.0,0,0.98,49,0.12,6,-0.5433691955959802
control__sorcery,theme+role,719,3.7579972183588315,4.0,2.0,5.0,1.8949796480367505,0.28789986091794156,0.17941585535465926,0.0,1.0,0.0013908205841446453,0.0,0.22809457579972184,0.0,12986.0,6893.0,18918.0,0.0,0,0.009735744089012517,7,0.06675938803894298,48,0.16968011126564672,122,0.12239221140472879,88,0.0,0,0.0013908205841446453,1,0.005563282336578581,4,0.02364394993045897,17,0.005563282336578581,4,0.22253129346314326,160,0.21069167178156503
control__spell,theme+role,1719,3.0575916230366493,3.0,2.0,4.0,1.663224793228326,0.43339150668993603,0.08784176847004072,0.5817335660267597,0.41826643397324026,0.0005817335660267597,0.0,0.16114019778941244,0.0,13086.0,6498.5,19571.0,0.0,0,0.005817335660267597,10,0.10645724258289703,183,0.08027923211169284,138,0.2990110529377545,514,0.0,0,0.0005817335660267597,1,0.0034904013961605585,6,0.015706806282722512,27,0.004072134962187318,7,0.15706806282722513,270,-0.20914109336059236
control__spell_discount,theme+role,55,3.4909090909090907,3.0,2.0,4.0,1.4999724515376611,0.3090909090909091,0.12727272727272726,0.0,0.0,0.6727272727272727,1.0,1.1818181818181819,1.0,3862.0,2390.0,9364.5,0.0,0,0.0,0,0.05454545454545454,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.01818181818181818,1,1.0,55,0.18181818181818182,10,0.05059536782173524
control__spell_payoff,theme+role,140,3.65,4.0,3.0,5.0,1.3088981189207531,0.19285714285714287,0.08571428571428572,0.0,0.007142857142857143,0.6857142857142857,0.9928571428571429,1.2357142857142858,1.0,11806.5,4708.5,18588.75,0.0,0,0.08571428571428572,12,0.15,21,0.0,0,0.007142857142857143,1,0.0,0,0.0,0,0.0,0,0.0,0,0.9928571428571429,139,0.24285714285714285,34,0.14595665093925841
control__spot_removal_creature,theme+role,176,3.4375,3.0,2.0,4.0,1.5508657772647216,0.3125,0.10795454545454546,0.26704545454545453,0.14204545454545456,0.30113636363636365,0.5909090909090909,0.7954545454545454,1.0,14352.0,7889.0,19345.0,0.0,0,0.011363636363636364,2,0.03409090909090909,6,0.005681818181818182,1,0.9943181818181818,175,0.0,0,0.0,0,0.0,0,0.005681818181818182,1,0.5909090909090909,104,0.20454545454545456,36,0.018581222775138285
control__spot_removal_noncreature,theme+role,230,2.9782608695652173,3.0,2.0,4.0,1.4549634753339225,0.4217391304347826,0.05217391304347826,0.3347826086956522,0.1608695652173913,0.4043478260869565,0.5043478260869565,0.5956521739130435,1.0,13754.0,5579.0,18835.0,0.004347826086956522,1,0.02608695652173913,6,0.10869565217391304,25,0.004347826086956522,1,0.9956521739130435,229,0.0,0,0.0,0,0.0,0,0.004347826086956522,1,0.4956521739130435,114,0.1,23,-0.2566930401370908
control__storm_piece,theme+role,68,3.676470588235294,4.0,2.75,5.0,1.6929019330774306,0.25,0.11764705882352941,0.3235294117647059,0.5147058823529411,0.10294117647058823,0.16176470588235295,0.3235294117647059,0.0,13040.5,5617.75,20223.25,0.0,0,0.014705882352941176,1,0.058823529411764705,4,0.0,0,0.058823529411764705,4,0.0,0,0.0,0,0.0,0,0.04411764705882353,3,0.16176470588235295,11,0.16176470588235295,11,0.1618234862815017
control__tap_freeze,theme+role,97,2.9381443298969074,3.0,2.0,4.0,1.1649028364392193,0.3402061855670103,0.010309278350515464,0.0,0.0,0.16494845360824742,1.0,1.0103092783505154,1.0,22398.0,17728.0,27348.0,0.010309278350515464,1,0.0,0,0.041237113402061855,4,0.0,0,0.020618556701030927,2,0.0,0,0.010309278350515464,1,0.0,0,0.0,0,0.9896907216494846,96,0.020618556701030927,2,-0.28073944680397966
control__token_engine,theme+role,970,3.718556701030928,4.0,3.0,5.0,1.5664543913523479,0.2175257731958763,0.11855670103092783,0.004123711340206186,0.020618556701030927,0.5319587628865979,0.9752577319587629,1.9608247422680412,2.0,8667.0,4417.5,14014.0,0.013402061855670102,13,0.13298969072164948,129,0.12886597938144329,125,0.003092783505154639,3,0.03505154639175258,34,0.0,0,0.0,0,0.0,0,0.010309278350515464,10,0.9608247422680413,932,1.0,970,0.18705048222083037
control__token_maker_once,theme+role,536,3.7723880597014925,4.0,3.0,5.0,1.683009555184552,0.22014925373134328,0.15298507462686567,0.15485074626865672,0.23507462686567165,0.373134328358209,0.6100746268656716,1.6100746268656716,2.0,12205.5,7112.75,18028.5,0.0,0,0.06716417910447761,36,0.08395522388059702,45,0.016791044776119403,9,0.09514925373134328,51,0.0,0,0.0,0,0.005597014925373134,3,0.022388059701492536,12,0.6100746268656716,327,1.0,536,0.21931774038233381
control__treasure_engine,theme+role,61,3.7540983606557377,4.0,3.0,4.0,1.4446706778274288,0.11475409836065574,0.09836065573770492,0.0,0.0,0.639344262295082,1.0,1.9836065573770492,2.0,3332.5,1653.0,8425.0,0.0,0,0.819672131147541,50,0.11475409836065574,7,0.0,0,0.01639344262295082,1,0.0,0,0.0,0,0.0,0,0.01639344262295082,1,0.9836065573770492,60,1.0,61,0.2083546427496471
control__tutor_any,theme+role,190,4.073684210526316,4.0,3.0,5.0,1.705977758003698,0.21052631578947367,0.18947368421052632,0.05263157894736842,0.08947368421052632,0.5368421052631579,0.8578947368421053,0.9894736842105263,1.0,9731.0,4585.25,15859.25,0.010526315789473684,2,0.11052631578947368,21,0.042105263157894736,8,0.0,0,0.03684210526315789,7,0.0,0,0.0,0,0.0,0,1.0,190,0.8526315789473684,162,0.1368421052631579,26,0.3999188049259252
control__x_spell,theme+role,236,2.864406779661017,2.0,2.0,4.0,2.1089609227089436,0.5550847457627118,0.0847457627118644,0.1652542372881356,0.2076271186440678,0.4110169491525424,0.6271186440677966,0.864406779661017,1.0,9636.5,5193.75,16308.75,0.0,0,0.1694915254237288,40,0.0847457627118644,20,0.0211864406779661,5,0.11440677966101695,27,0.0,0,0.0,0,0.0,0,0.00847457627118644,2,0.6271186440677966,148,0.23728813559322035,56,-0.3249387504890144
control__yard_recur_creature,theme+role,52,3.8461538461538463,4.0,2.75,5.0,1.885007808437361,0.25,0.1346153846153846,0.07692307692307693,0.21153846153846154,0.28846153846153844,0.7115384615384616,0.7884615384615384,1.0,10707.5,3545.0,16308.25,0.0,0,0.019230769230769232,1,0.019230769230769232,1,0.0,0,0.019230769230769232,1,0.0,0,0.0,0,0.0,0,0.0,0,0.7115384615384616,37,0.07692307692307693,4,0.26353396924460026
counters__artifact,theme+role,549,3.5664845173041893,3.0,2.0,5.0,2.0613643045828587,0.32604735883424407,0.15846994535519127,0.0,0.0,0.4772313296903461,1.0,1.151183970856102,1.0,11778.0,5889.5,18930.25,0.0018214936247723133,1,0.10018214936247723,55,0.08014571948998178,44,0.0018214936247723133,1,0.030965391621129327,17,0.0,0,0.0,0,0.0036429872495446266,2,0.009107468123861567,5,1.0,549,0.151183970856102,83,0.09589631980178993
counters__card_draw_burst,theme+role,192,3.3177083333333335,3.0,2.0,4.0,1.7434696484110515,0.359375,0.125,0.11458333333333333,0.109375,0.4947916666666667,0.7760416666666666,0.9270833333333334,1.0,9940.5,5647.0,16350.5,0.0,0,0.046875,9,1.0,192,0.0,0,0.041666666666666664,8,0.0,0,0.0,0,0.0,0,0.010416666666666666,2,0.7760416666666666,149,0.15104166666666666,29,-0.05322355290561565
