label,kind,count,cmc_mean,cmc_median,cmc_p25,cmc_p75,cmc_std,cheap_frac_<=2,heavy_frac_>=6,instant_frac,sorcery_frac,creature_frac,permanent_frac,persistence_mean,persistence_median,edhrec_median,edhrec_p25,edhrec_p75,is_land_frac,is_land_count,is_ramp_frac,is_ramp_count,is_card_draw_frac,is_card_draw_count,is_board_wipe_frac,is_board_wipe_count,is_removal_frac,is_removal_count,is_game_changer_frac,is_game_changer_count,is_mass_land_denial_frac,is_mass_land_denial_count,is_extra_turn_frac,is_extra_turn_count,is_nonland_tutor_frac,is_nonland_tutor_count,is_permanent_card_frac,is_permanent_card_count,has_persistent_output_frac,has_persistent_output_count,cmc_mean_z_global
counters__card_draw_engine,theme+role,263,3.5209125475285172,3.0,2.0,5.0,1.499854214700838,0.27756653992395436,0.07984790874524715,0.0076045627376425855,0.011406844106463879,0.7262357414448669,0.9809885931558935,1.2167300380228137,1.0,8081.5,4694.5,13868.5,0.0,0,0.06463878326996197,17,1.0,263,0.0,0,0.015209125475285171,4,0.0,0,0.0,0,0.0038022813688212928,1,0.0076045627376425855,2,0.9771863117870723,257,0.23954372623574144,63,0.06857985315492608
counters__cheap_spell,theme+role,252,1.6071428571428572,2.0,1.0,2.0,0.5349200461585945,1.0,0.0,0.626984126984127,0.373015873015873,0.003968253968253968,0.0,0.12698412698412698,0.0,11024.5,5848.25,17056.25,0.0,0,0.0,0,0.0992063492063492,25,0.0,0,0.10714285714285714,27,0.0,0,0.003968253968253968,1,0.0,0,0.007936507936507936,2,0.003968253968253968,1,0.12301587301587301,31,-1.0785600702351406
counters__combat_pump,theme+role,58,4.810344827586207,5.0,3.25,6.0,1.9779552011220223,0.10344827586206896,0.3275862068965517,0.05172413793103448,0.1206896551724138,0.6206896551724138,0.8275862068965517,1.0689655172413792,1.0,11011.5,5684.0,19786.5,0.0,0,0.05172413793103448,3,0.034482758620689655,2,0.0,0,0.017241379310344827,1,0.0,0,0.0,0,0.0,0,0.0,0,0.8275862068965517,48,0.2413793103448276,14,0.8414833296772132
counters__creature,theme+role,3548,3.8396279594137543,4.0,3.0,5.0,1.7916998526956185,0.23985343855693347,0.16403607666290868,0.0,0.0002818489289740699,1.0,0.9997181510710259,1.1510710259301014,1.0,14427.0,7693.75,21445.0,0.0,0,0.09526493799323563,338,0.080608793686584,286,0.0005636978579481398,2,0.022829763246899663,81,0.0,0,0.0002818489289740699,1,0.0005636978579481398,2,0.009864712514092447,35,1.0,3548,0.15107102593010147,536,0.25962226280850725
counters__enchantment,theme+role,524,3.3282442748091605,3.0,2.0,4.0,1.500344734389136,0.31297709923664124,0.08015267175572519,0.0,0.0019083969465648854,0.1717557251908397,0.9980916030534351,1.2748091603053435,1.0,9269.5,5538.5,14996.5,0.003816793893129771,2,0.04580152671755725,24,0.15648854961832062,82,0.0057251908396946565,3,0.05343511450381679,28,0.0,0,0.0019083969465648854,1,0.003816793893129771,2,0.03625954198473282,19,1.0,524,0.2748091603053435,144,-0.046908164403989386
counters__instant,theme+role,263,2.5095057034220534,2.0,2.0,3.0,1.301835842859822,0.6007604562737643,0.019011406844106463,1.0,0.0,0.0,0.0,0.12547528517110265,0.0,12117.0,5681.0,18398.0,0.0,0,0.0,0,0.09125475285171103,24,0.0,0,0.17870722433460076,47,0.0,0,0.0,0,0.0,0,0.0038022813688212928,1,0.0,0,0.12547528517110265,33,-0.5376713459800498
counters__land,theme+role,55,0.05454545454545454,0.0,0.0,0.0,0.40082559427361086,0.9818181818181818,0.0,0.0,0.0,0.0,1.0,0.14545454545454545,0.0,4114.0,2198.0,6362.5,1.0,55,0.9454545454545454,52,0.0,0,0.0,0,0.03636363636363636,2,0.0,0,0.0,0,0.0,0,0.01818181818181818,1,0.05454545454545454,3,0.09090909090909091,5,-2.0092083475167644
counters__legendary,theme+role,873,4.076746849942726,4.0,3.0,5.0,1.636446979976659,0.13745704467353953,0.15807560137457044,0.0,0.0,0.8350515463917526,1.0,1.27262313860252,1.0,7629.0,4554.0,11646.0,0.003436426116838488,3,0.13172966781214204,115,0.14776632302405499,129,0.002290950744558992,2,0.03665521191294387,32,0.0,0,0.001145475372279496,1,0.001145475372279496,1,0.016036655211912942,14,0.997709049255441,871,0.27491408934707906,240,0.40175459319405504
counters__planeswalker,theme+role,85,4.423529411764706,4.0,4.0,5.0,1.1619098941295425,0.023529411764705882,0.21176470588235294,0.0,0.0,0.0,1.0,1.6235294117647059,2.0,7882.0,4832.0,12848.0,0.0,0,0.03529411764705882,3,0.21176470588235294,18,0.011764705882352941,1,0.16470588235294117,14,0.0,0,0.0,0,0.0,0,0.09411764705882353,8,1.0,85,0.6235294117647059,53,0.609620839273703
counters__sac_outlet_creature,theme+role,93,3.849462365591398,4.0,3.0,5.0,1.5585093274833066,0.17204301075268819,0.13978494623655913,0.010752688172043012,0.010752688172043012,0.8817204301075269,0.978494623655914,1.1290322580645162,1.0,13422.0,7351.0,19046.0,0.0,0,0.053763440860215055,5,0.08602150537634409,8,0.0,0,0.021505376344086023,2,0.0,0,0.0,0,0.0,0,0.03225806451612903,3,0.978494623655914,91,0.15053763440860216,14,0.2655171413855295
counters__sorcery,theme+role,280,3.460714285714286,3.0,2.0,5.0,1.7582132338002134,0.3357142857142857,0.11428571428571428,0.0,1.0,0.0035714285714285713,0.0,0.21071428571428572,0.0,13354.5,8151.5,18470.25,0.0,0,0.0035714285714285713,1,0.08571428571428572,24,0.02142857142857143,6,0.075,21,0.0,0,0.0035714285714285713,1,0.0035714285714285713,1,0.03214285714285714,9,0.0035714285714285713,1,0.20714285714285716,58,0.03249618551575654
counters__spell,theme+role,543,3.0,3.0,2.0,4.0,1.6250796835541796,0.46408839779005523,0.06813996316758748,0.4843462246777164,0.5156537753222836,0.001841620626151013,0.0,0.1694290976058932,0.0,12986.0,7250.5,18464.0,0.0,0,0.001841620626151013,1,0.08839779005524862,48,0.011049723756906077,6,0.1252302025782689,68,0.0,0,0.001841620626151013,1,0.001841620626151013,1,0.01841620626151013,10,0.001841620626151013,1,0.16758747697974216,91,-0.24366230579805034
counters__spell_payoff,theme+role,58,3.0689655172413794,3.0,2.0,4.0,1.2575574157800322,0.3620689655172414,0.034482758620689655,0.0,0.017241379310344827,0.6724137931034483,0.9827586206896551,1.206896551724138,1.0,11662.0,6164.75,16568.5,0.0,0,0.1896551724137931,11,0.06896551724137931,4,0.0,0,0.0,0,0.0,0,0.0,0,0.017241379310344827,1,0.0,0,0.9827586206896551,57,0.22413793103448276,13,-0.20232342444661164
counters__spot_removal_creature,theme+role,72,3.8194444444444446,4.0,2.75,5.0,1.7506061560443134,0.25,0.18055555555555555,0.25,0.125,0.2916666666666667,0.625,0.8888888888888888,1.0,11238.0,5685.0,17511.0,0.0,0,0.027777777777777776,2,0.06944444444444445,5,0.0,0,1.0,72,0.0,0,0.0,0,0.0,0,0.0,0,0.6111111111111112,44,0.2777777777777778,20,0.2475239858152237
counters__token_engine,theme+role,428,3.607476635514019,3.0,3.0,5.0,1.564841572380528,0.2336448598130841,0.10981308411214953,0.007009345794392523,0.02102803738317757,0.6799065420560748,0.9719626168224299,1.9626168224299065,2.0,8403.5,4925.0,12937.0,0.011682242990654205,5,0.1378504672897196,59,0.11448598130841121,49,0.0,0,0.0397196261682243,17,0.0,0,0.0,0,0.0,0,0.011682242990654205,5,0.9626168224299065,412,1.0,428,0.12046756031158418
counters__token_maker_once,theme+role,232,3.814655172413793,4.0,3.0,5.0,1.718346955770074,0.20689655172413793,0.15517241379310345,0.08189655172413793,0.1939655172413793,0.4482758620689655,0.7241379310344828,1.7241379310344827,2.0,12108.0,6901.5,17263.25,0.0,0,0.07758620689655173,18,0.07327586206896551,17,0.004310344827586207,1,0.05603448275862069,13,0.0,0,0.0,0,0.0,0,0.04741379310344827,11,0.7241379310344828,168,1.0,232,0.24465323016581816
counters__tutor_any,theme+role,75,4.066666666666666,4.0,3.0,5.0,1.7074997966487597,0.17333333333333334,0.2,0.013333333333333334,0.12,0.4666666666666667,0.8666666666666667,1.1066666666666667,1.0,9040.0,4235.0,15519.5,0.013333333333333334,1,0.06666666666666667,5,0.05333333333333334,4,0.0,0,0.05333333333333334,4,0.0,0,0.0,0,0.0,0,1.0,75,0.8666666666666667,65,0.24,18,0.3957123924375332
counters__x_spell,theme+role,188,2.5106382978723403,2.0,1.0,3.0,2.302841357102152,0.6595744680851063,0.0797872340425532,0.06382978723404255,0.09574468085106383,0.6808510638297872,0.8404255319148937,1.047872340425532,1.0,9656.0,4965.25,16751.25,0.005319148936170213,1,0.15425531914893617,29,0.13297872340425532,25,0.0,0,0.026595744680851064,5,0.0,0,0.0,0,0.0,0,0.005319148936170213,1,0.8351063829787234,157,0.2127659574468085,40,-0.5369924532598541
graveyard__artifact,theme+role,460,3.3,3.0,2.0,4.0,1.966347308877665,0.3717391304347826,0.13695652173913042,0.0,0.0,0.3760869565217391,1.0,1.1130434782608696,1.0,12309.5,6636.25,17946.75,0.0,0,0.09130434782608696,42,0.18478260869565216,85,0.0,0,0.09565217391304348,44,0.0,0,0.0,0,0.002173913043478261,1,0.02391304347826087,11,1.0,460,0.11304347826086956,52,-0.06383817191929253
graveyard__cantrip,theme+role,105,1.7523809523809524,2.0,2.0,2.0,0.4316293026142727,1.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,13761.0,7719.0,19969.0,0.0,0,0.0,0,1.0,105,0.009523809523809525,1,0.19047619047619047,20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.06666666666666667,7,-0.9915023546271705
graveyard__card_draw_burst,theme+role,517,3.0406189555125724,3.0,2.0,4.0,1.964947670066823,0.4564796905222437,0.12959381044487428,0.25338491295938104,0.172147001934236,0.2901353965183752,0.574468085106383,0.5512572533849129,1.0,13630.0,6866.0,20093.0,0.09090909090909091,47,0.12572533849129594,65,1.0,517,0.007736943907156673,4,0.10831721470019343,56,0.0,0,0.0019342359767891683,1,0.0,0,0.027079303675048357,14,0.4835589941972921,250,0.06769825918762089,35,-0.2193147441510232
graveyard__card_draw_engine,theme+role,191,3.424083769633508,3.0,2.0,4.0,1.5394450871105219,0.2879581151832461,0.08376963350785341,0.031413612565445025,0.005235602094240838,0.7015706806282722,0.9633507853403142,1.1727748691099475,1.0,9800.5,5749.25,14818.25,0.0,0,0.09947643979057591,19,1.0,191,0.0,0,0.031413612565445025,6,0.0,0,0.0,0,0.0,0,0.010471204188481676,2,0.9581151832460733,183,0.21465968586387435,41,0.010539349423230584
graveyard__cheap_spell,theme+role,500,1.64,2.0,1.0,2.0,0.4923413450036468,1.0,0.0,0.506,0.494,0.0,0.0,0.09,0.0,13765.5,7667.5,19712.75,0.0,0,0.012,6,0.21,105,0.006,3,0.146,73,0.0,0,0.0,0,0.0,0,0.026,13,0.0,0,0.09,45,-1.0588650460484195
graveyard__counterspell,theme+role,61,3.3934426229508197,3.0,3.0,4.0,1.309219371023043,0.22950819672131148,0.06557377049180328,0.819672131147541,0.0,0.14754098360655737,0.18032786885245902,0.19672131147540983,0.0,10958.0,6446.0,17422.0,0.0,0,0.04918032786885246,3,0.21311475409836064,13,0.0,0,1.0,61,0.0,0,0.0,0,0.0,0,0.0,0,0.18032786885245902,11,0.01639344262295082,1,-0.007827376120990782
graveyard__creature,theme+role,2549,3.936053354256571,4.0,3.0,5.0,1.7745174001486417,0.2181247548058062,0.1804629266378972,0.0,0.0,1.0,1.0,1.1459395841506472,1.0,14155.0,8078.5,20867.5,0.0,0,0.16045508042369558,409,0.1114162416633974,284,0.0007846214201647705,2,0.0584542958022754,149,0.0,0,0.0,0,0.00039231071008238524,1,0.03923107100823853,100,1.0,2549,0.1459395841506473,372,0.3174209731802631
graveyard__enchantment,theme+role,431,3.0696055684454757,3.0,2.0,4.0,1.430454175556863,0.39675174013921116,0.06960556844547564,0.0,0.0,0.07424593967517401,1.0,1.160092807424594,1.0,12300.0,6489.0,18876.0,0.0,0,0.025522041763341066,11,0.16473317865429235,71,0.002320185614849188,1,0.06960556844547564,30,0.0,0,0.002320185614849188,1,0.0,0,0.013921113689095127,6,1.0,431,0.16009280742459397,69,-0.2019397689352294
graveyard__flashback_piece,theme+role,217,3.0737327188940093,3.0,2.0,4.0,1.6104787571335184,0.43317972350230416,0.07834101382488479,0.3087557603686636,0.6175115207373272,0.055299539170506916,0.07373271889400922,0.2995391705069124,0.0,13082.0,7481.0,19730.0,0.0,0,0.059907834101382486,13,0.06912442396313365,15,0.0,0,0.07373271889400922,16,0.0,0,0.004608294930875576,1,0.0,0,0.02304147465437788,5,0.07373271889400922,16,0.22580645161290322,49,-0.19946589808591314
graveyard__instant,theme+role,549,2.8979963570127505,3.0,2.0,4.0,1.4411894222503856,0.46083788706739526,0.051001821493624776,1.0,0.0,0.0,0.0,0.07285974499089254,0.0,14512.0,7827.0,20969.0,0.0,0,0.009107468123861567,5,0.2495446265938069,137,0.0018214936247723133,1,0.2659380692167577,146,0.0,0,0.0,0,0.0018214936247723133,1,0.025500910746812388,14,0.0,0,0.07285974499089254,40,-0.30480469497358426
graveyard__land,theme+role,137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.072992700729927,0.0,2725.0,828.0,5832.0,1.0,137,0.9781021897810219,134,0.34306569343065696,47,0.0,0,0.021897810218978103,3,0.0,0,0.0,0,0.0,0,0.08029197080291971,11,0.0,0,0.072992700729927,10,-2.0419036445856293
graveyard__land_ramp,theme+role,50,4.12,4.0,3.0,6.0,1.9249935064825543,0.2,0.32,0.16,0.34,0.4,0.5,0.56,1.0,11677.5,6796.75,16471.0,0.02,1,0.08,4,0.16,8,0.0,0,0.04,2,0.0,0,0.0,0,0.0,0,0.0,0,0.48,24,0.08,4,0.4276811273493126
graveyard__legendary,theme+role,616,4.121753246753247,4.0,3.0,5.0,1.8045165676737187,0.1314935064935065,0.16233766233766234,0.0,0.00487012987012987,0.7938311688311688,0.9951298701298701,1.2370129870129871,1.0,7642.5,4789.75,11547.75,0.017857142857142856,11,0.2012987012987013,124,0.12824675324675325,79,0.0016233766233766235,1,0.0633116883116883,39,0.0,0,0.0,0,0.0016233766233766235,1,0.025974025974025976,16,0.9772727272727273,602,0.2597402597402597,160,0.4287320476122406
graveyard__loot,theme+role,55,2.981818181818182,3.0,2.0,4.0,1.1519297499241568,0.38181818181818183,0.01818181818181818,0.12727272727272726,0.03636363636363636,0.7272727272727273,0.8363636363636363,0.9454545454545454,1.0,12993.0,6008.5,17137.0,0.0,0,0.12727272727272726,7,1.0,55,0.0,0,0.03636363636363636,2,0.0,0,0.0,0,0.0,0,0.0,0,0.8363636363636363,46,0.10909090909090909,6,-0.2545607381543386
graveyard__planeswalker,theme+role,61,4.426229508196721,4.0,4.0,5.0,1.0629223001604806,0.01639344262295082,0.14754098360655737,0.0,0.0,0.0,1.0,1.5573770491803278,2.0,6735.0,4568.0,11073.0,0.0,0,0.01639344262295082,1,0.19672131147540983,12,0.01639344262295082,1,0.22950819672131148,14,0.0,0,0.0,0,0.0,0,0.04918032786885246,3,1.0,61,0.5573770491803278,34,0.6112393142812905
graveyard__sac_outlet_creature,theme+role,85,3.6941176470588237,4.0,3.0,5.0,1.447297923814173,0.23529411764705882,0.10588235294117647,0.023529411764705882,0.09411764705882353,0.7529411764705882,0.8823529411764706,1.0588235294117647,1.0,14720.0,6433.0,18967.0,0.011764705882352941,1,0.15294117647058825,13,0.09411764705882353,8,0.0,0,0.1411764705882353,12,0.0,0,0.0,0,0.0,0,0.023529411764705882,2,0.8705882352941177,74,0.18823529411764706,16,0.17240137650966417
graveyard__self_mill,theme+role,154,2.655844155844156,2.0,2.0,3.0,1.2962476822099538,0.5064935064935064,0.032467532467532464,0.07792207792207792,0.09090909090909091,0.6103896103896104,0.8311688311688312,0.9025974025974026,1.0,13403.0,6630.5,18038.5,0.01948051948051948,3,0.1038961038961039,16,0.08441558441558442,13,0.0,0,0.025974025974025976,4,0.0,0,0.0,0,0.0,0,0.0,0,0.8116883116883117,125,0.09090909090909091,14,-0.4499540611135085
graveyard__sorcery,theme+role,845,3.6449704142011834,3.0,2.0,5.0,1.8012129786316087,0.2923076923076923,0.1455621301775148,0.0,1.0,0.0,0.0,0.13609467455621302,0.0,13648.0,8062.0,19358.0,0.0,0,0.007100591715976331,6,0.10650887573964497,90,0.02485207100591716,21,0.07218934911242604,61,0.0,0,0.002366863905325444,2,0.001183431952662722,1,0.054437869822485205,46,0.0,0,0.13609467455621302,115,0.14294184790578815
graveyard__spell,theme+role,1394,3.350789096126255,3.0,2.0,4.0,1.7081675961629903,0.3586800573888092,0.10832137733142037,0.3938307030129125,0.6061692969870875,0.0,0.0,0.11119081779053085,0.0,13820.0,7926.0,20118.75,0.0,0,0.007890961262553802,11,0.16284074605451937,227,0.015781922525107604,22,0.148493543758967,207,0.0,0,0.0014347202295552368,2,0.0014347202295552368,2,0.043041606886657105,60,0.0,0,0.11119081779053085,155,-0.03339448784799636
graveyard__spot_removal_creature,theme+role,108,3.638888888888889,3.0,2.75,5.0,1.6636546857987826,0.25,0.12962962962962962,0.28703703703703703,0.21296296296296297,0.3148148148148148,0.5,0.7685185185185185,1.0,14471.0,7557.0,20158.0,0.009259259259259259,1,0.06481481481481481,7,0.08333333333333333,9,0.0,0,1.0,108,0.0,0,0.0,0,0.0,0,0.046296296296296294,5,0.49074074074074076,53,0.2777777777777778,30,0.13929649783263778
graveyard__token_engine,theme+role,368,3.5489130434782608,3.0,2.0,5.0,1.6378003916452535,0.26902173913043476,0.10869565217391304,0.008152173913043478,0.04891304347826087,0.657608695652174,0.9429347826086957,1.9157608695652173,2.0,9676.0,5425.5,16452.0,0.02717391304347826,10,0.22010869565217392,81,0.13858695652173914,51,0.0,0,0.08423913043478261,31,0.0,0,0.0,0,0.0,0,0.008152173913043478,3,0.9157608695652174,337,1.0,368,0.08536373626272041
graveyard__token_maker_once,theme+role,205,3.975609756097561,4.0,3.0,5.0,1.7625896258554092,0.2048780487804878,0.1902439024390244,0.15121951219512195,0.43414634146341463,0.34146341463414637,0.4146341463414634,1.4146341463414633,1.0,12408.0,7325.0,18018.0,0.0,0,0.05365853658536585,11,0.08780487804878048,18,0.00975609756097561,2,0.09268292682926829,19,0.0,0,0.0,0,0.0,0,0.02926829268292683,6,0.4146341463414634,85,1.0,205,0.3411316255149835
graveyard__tutor_any,theme+role,186,4.333333333333333,5.0,3.0,6.0,1.8856180831641267,0.1827956989247312,0.3064516129032258,0.07526881720430108,0.24731182795698925,0.5376344086021505,0.6774193548387096,0.6827956989247311,1.0,12516.0,4671.5,20242.0,0.05913978494623656,11,0.10752688172043011,20,0.08602150537634409,16,0.0,0,0.03763440860215054,7,0.0,0,0.0,0,0.0,0,1.0,186,0.6182795698924731,115,0.06451612903225806,12,0.5555560669964291
graveyard__unearth_piece,theme+role,61,4.098360655737705,4.0,3.0,5.0,1.8791776892992917,0.22950819672131148,0.2459016393442623,0.0,0.0,0.9344262295081968,1.0,1.1475409836065573,1.0,13969.0,8392.0,20586.0,0.0,0,0.0,0,0.14754098360655737,9,0.0,0,0.03278688524590164,2,0.0,0,0.0,0,0.0,0,0.01639344262295082,1,1.0,61,0.14754098360655737,9,0.41471020621707405
graveyard__x_spell,theme+role,143,2.727272727272727,2.0,2.0,3.0,1.9689257948840264,0.5594405594405595,0.055944055944055944,0.11888111888111888,0.5034965034965035,0.27972027972027974,0.3776223776223776,0.5384615384615384,0.0,9839.0,5817.5,16000.5,0.006993006993006993,1,0.22377622377622378,32,0.11188811188811189,16,0.006993006993006993,1,0.06293706293706294,9,0.0,0,0.0,0,0.0,0,0.04195804195804196,6,0.3706293706293706,53,0.16783216783216784,24,-0.40713879114237583
graveyard__yard_hate,theme+role,56,2.3035714285714284,2.0,1.0,3.0,1.3217904909783609,0.6428571428571429,0.03571428571428571,0.21428571428571427,0.017857142857142856,0.5357142857142857,0.7678571428571429,0.9285714285714286,1.0,14235.0,7685.5,22227.5,0.0,0,0.125,7,0.17857142857142858,10,0.0,0,0.9821428571428571,55,0.0,0,0.0,0,0.0,0,0.0,0,0.75,42,0.17857142857142858,10,-0.6611111880165956
graveyard__yard_recur_creature,theme+role,171,3.608187134502924,4.0,2.0,5.0,1.8269402695781842,0.30409356725146197,0.0935672514619883,0.13450292397660818,0.36257309941520466,0.3216374269005848,0.5029239766081871,0.5497076023391813,1.0,11761.0,6654.0,16909.0,0.011695906432748537,2,0.029239766081871343,5,0.04678362573099415,8,0.0,0,0.03508771929824561,6,0.0,0,0.0,0,0.0,0,0.0,0,0.49122807017543857,84,0.05847953216374269,10,0.1208934431959228
lands__artifact,theme+role,126,3.515873015873016,3.0,2.0,4.0,2.3561271928642555,0.35714285714285715,0.14285714285714285,0.0,0.0,0.35714285714285715,1.0,1.0634920634920635,1.0,11484.0,4571.0,19236.25,0.0,0,0.15079365079365079,19,0.0873015873015873,11,0.0,0,0.023809523809523808,3,0.0,0,0.007936507936507936,1,0.0,0,0.07936507936507936,10,1.0,126,0.06349206349206349,8,0.065559088437909
lands__card_draw_burst,theme+role,65,2.6153846153846154,2.0,2.0,4.0,1.8703542049758932,0.5692307692307692,0.09230769230769231,0.15384615384615385,0.23076923076923078,0.24615384615384617,0.6153846153846154,0.5230769230769231,0.0,6591.0,2126.0,11866.0,0.16923076923076924,11,0.16923076923076924,11,1.0,65,0.0,0,0.07692307692307693,5,0.0,0,0.015384615384615385,1,0.0,0,0.2153846153846154,14,0.4461538461538462,29,0.07692307692307693,5,-0.4742060671810733
lands__cheap_spell,theme+role,91,1.6703296703296704,2.0,1.0,2.0,0.4700933985979657,1.0,0.0,0.3956043956043956,0.6043956043956044,0.0,0.0,0.0989010989010989,0.0,10223.0,5215.0,16561.0,0.0,0,0.03296703296703297,3,0.0989010989010989,9,0.0,0,0.13186813186813187,12,0.0,0,0.01098901098901099,1,0.0,0,0.08791208791208792,8,0.0,0,0.0989010989010989,9,-1.0406850237222154
lands__creature,theme+role,555,3.8702702702702703,4.0,2.0,5.0,1.9519726494629166,0.26846846846846845,0.2,0.0,0.0,1.0,1.0,1.1333333333333333,1.0,12158.5,5128.75,19873.5,0.0,0,0.08648648648648649,48,0.07927927927927927,44,0.0,0,0.02702702702702703,15,0.0,0,0.005405405405405406,3,0.0,0,0.0918918918918919,51,1.0,555,0.13333333333333333,74,0.2779896861745627
lands__enchantment,theme+role,109,3.1743119266055047,3.0,2.0,4.0,1.419678453691576,0.3577981651376147,0.06422018348623854,0.0,0.0,0.10091743119266056,1.0,1.165137614678899,1.0,8612.0,3340.0,17132.0,0.0,0,0.0,0,0.09174311926605505,10,0.0,0,0.045871559633027525,5,0.0,0,0.0,0,0.0,0,0.08256880733944955,9,1.0,109,0.1651376146788991,18,-0.1391773350428087
lands__instant,theme+role,78,2.948717948717949,3.0,2.0,4.0,1.4132834645662222,0.46153846153846156,0.038461538461538464,1.0,0.0,0.0,0.0,0.05128205128205128,0.0,12716.5,6295.5,18457.25,0.0,0,0.02564102564102564,2,0.1282051282051282,10,0.0,0,0.19230769230769232,15,0.0,0,0.0,0,0.0,0,0.08974358974358974,7,0.0,0,0.05128205128205128,4,-0.2744014739824533
lands__land,theme+role,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04285714285714286,0.0,1830.0,454.5,4886.0,1.0,70,0.7714285714285715,54,0.15714285714285714,11,0.0,0,0.014285714285714285,1,0.0,0,0.0,0,0.0,0,0.35714285714285715,25,0.0,0,0.04285714285714286,3,-2.0419036445856293
lands__land_ramp,theme+role,251,2.7968127490039842,3.0,2.0,4.0,1.675506048548296,0.4701195219123506,0.09561752988047809,0.09561752988047809,0.22709163346613545,0.44223107569721115,0.6772908366533864,0.7768924302788844,1.0,8762.0,4059.5,14690.5,0.05976095617529881,15,0.09561752988047809,24,0.12350597609561753,31,0.0,0,0.04780876494023904,12,0.0,0,0.00398406374501992,1,0.0,0,0.00398406374501992,1,0.6175298804780877,155,0.1593625498007968,40,-0.36545554388326473
lands__legendary,theme+role,137,4.218978102189781,4.0,3.0,5.0,1.6598097176455373,0.1386861313868613,0.19708029197080293,0.0,0.0,0.8248175182481752,1.0,1.2627737226277371,1.0,5997.0,3259.0,10007.5,0.021897810218978103,3,0.12408759124087591,17,0.22627737226277372,31,0.0,0,0.021897810218978103,3,0.0,0,0.0072992700729927005,1,0.0,0,0.072992700729927,10,0.9781021897810219,134,0.2846715328467153,39,0.4870099656801144
lands__sorcery,theme+role,169,3.4792899408284024,3.0,2.0,5.0,1.6572907148618954,0.3254437869822485,0.1242603550295858,0.0,1.0,0.0,0.0,0.1834319526627219,0.0,10295.0,5144.0,16765.0,0.0,0,0.029585798816568046,5,0.09467455621301775,16,0.023668639053254437,4,0.10059171597633136,17,0.0,0,0.011834319526627219,2,0.005917159763313609,1,0.21301775147928995,36,0.0,0,0.1834319526627219,31,0.043630689156178286
lands__spell,theme+role,247,3.311740890688259,3.0,2.0,4.0,1.6033819917302534,0.3684210526315789,0.09716599190283401,0.3157894736842105,0.6842105263157895,0.0,0.0,0.1417004048582996,0.0,11231.0,5538.0,18143.0,0.0,0,0.02834008097165992,7,0.10526315789473684,26,0.016194331983805668,4,0.12955465587044535,32,0.0,0,0.008097165991902834,2,0.004048582995951417,1,0.17408906882591094,43,0.0,0,0.1417004048582996,35,-0.056800520256021225
lands__token_engine,theme+role,78,3.948717948717949,4.0,3.0,5.0,1.7606630153951686,0.21794871794871795,0.16666666666666666,0.0,0.038461538461538464,0.6282051282051282,0.9615384615384616,1.9230769230769231,2.0,5657.0,2268.25,12983.0,0.038461538461538464,3,0.07692307692307693,6,0.10256410256410256,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0641025641025641,5,0.9230769230769231,72,1.0,78,0.32501230561340644
lands__tutor_any,theme+role,133,3.3233082706766917,4.0,2.0,5.0,2.188654519154933,0.3458646616541353,0.18045112781954886,0.05263157894736842,0.2706766917293233,0.38345864661654133,0.6766917293233082,0.6165413533834586,1.0,5042.0,1933.0,12536.0,0.18796992481203006,25,0.15789473684210525,21,0.11278195488721804,15,0.0,0,0.03007518796992481,4,0.0,0,0.0,0,0.0,0,1.0,133,0.48872180451127817,65,0.12781954887218044,17,-0.04986687329713333
lifegain__artifact,theme+role,241,2.925311203319502,3.0,2.0,4.0,1.7388120159476543,0.43983402489626555,0.07468879668049792,0.0,0.0,0.3070539419087137,1.0,1.161825726141079,1.0,9899.0,5609.0,17040.0,0.0,0,0.04979253112033195,12,0.1825726141078838,44,0.0,0,0.008298755186721992,2,0.0,0,0.0,0,0.0,0,0.008298755186721992,2,1.0,241,0.16182572614107885,39,-0.2884317997097744
lifegain__card_draw_burst,theme+role,147,3.238095238095238,3.0,2.0,4.0,1.6591667990651757,0.3945578231292517,0.11564625850340136,0.2108843537414966,0.1564625850340136,0.32653061224489793,0.6326530612244898,0.8707482993197279,1.0,10793.5,5847.0,16821.0,0.006802721088435374,1,0.047619047619047616,7,1.0,147,0.013605442176870748,2,0.061224489795918366,9,0.0,0,0.0,0,0.006802721088435374,1,0.006802721088435374,1,0.6258503401360545,92,0.24489795918367346,36,-0.10094473922760752
lifegain__card_draw_engine,theme+role,127,3.5984251968503935,4.0,3.0,4.0,1.4755745845739918,0.2047244094488189,0.09448818897637795,0.015748031496062992,0.031496062992125984,0.6299212598425197,0.952755905511811,1.204724409448819,1.0,7149.5,3326.5,12441.75,0.0,0,0.05511811023622047,7,1.0,127,0.0,0,0.023622047244094488,3,0.0,0,0.0,0,0.0,0,0.015748031496062992,2,0.9448818897637795,120,0.25984251968503935,33,0.1150420032514404
